Pcp_File_Version=2
*** BLOCK ?: DOMAIN INFORMATION ******************************************************
Number of Solutes   Equilibrium
    1              1
Nodal Information
    n   Code       h           Q        M     Beta     Axz      Bxz      Dxz     Temp     Conc(1..NS)   
  544     0         -97             0   1       0        1        1        1          20            0 
  545     0         -97             0   1       0        1        1        1          20            0 
  546     0         -97             0   1       0        1        1        1          20            0 
Element Information ------------------------------------------------------------------
    e    Angle    AnizA1    AnizA2  LayNum
    1        0         1         1     4
    2        0         1         1     4
    3        0         1         1     4
    4        0         1         1     4
    5        0         1         1     4
    6        0         1         1     4
    7        0         1         1     4
    8        0         1         1     4
    9        0         1         1     4
   10        0         1         1     4
   11        0         1         1     4
   12        0         1         1     4
   13        0         1         1     4
   14        0         1         1     4
   15        0         1         1     4
   16        0         1         1     4
   17        0         1         1     4
   18        0         1         1     4
   19        0         1         1     4
   20        0         1         1     4
   21        0         1         1     4
   22        0         1         1     4
   23        0         1         1     4
   24        0         1         1     4
   25        0         1         1     4
   26        0         1         1     4
   27        0         1         1     4
   28        0         1         1     4
   29        0         1         1     4
   30        0         1         1     4
   31        0         1         1     4
   32        0         1         1     4
   33        0         1         1     4
   34        0         1         1     4
   35        0         1         1     4
   36        0         1         1     4
   37        0         1         1     4
   38        0         1         1     4
   39        0         1         1     4
   40        0         1         1     4
   41        0         1         1     4
   42        0         1         1     4
   43        0         1         1     4
   44        0         1         1     4
   45        0         1         1     4
   46        0         1         1     4
   47        0         1         1     4
   48        0         1         1     4
   49        0         1         1     4
   50        0         1         1     4
   51        0         1         1     4
   52        0         1         1     4
   53        0         1         1     4
   54        0         1         1     4
   55        0         1         1     4
   56        0         1         1     4
   57        0         1         1     4
   58        0         1         1     4
   59        0         1         1     4
   60        0         1         1     4
   61        0         1         1     4
   62        0         1         1     4
   63        0         1         1     4
   64        0         1         1     4
   65        0         1         1     4
   66        0         1         1     4
   67        0         1         1     4
   68        0         1         1     4
   69        0         1         1     4
   70        0         1         1     4
   71        0         1         1     4
   72        0         1         1     4
   73        0         1         1     4
   74        0         1         1     4
   75        0         1         1     4
   76        0         1         1     4
   77        0         1         1     4
   78        0         1         1     4
   79        0         1         1     4
   80        0         1         1     4
   81        0         1         1     4
   82        0         1         1     4
   83        0         1         1     4
   84        0         1         1     4
   85        0         1         1     4
   86        0         1         1     4
   87        0         1         1     4
   88        0         1         1     4
   89        0         1         1     4
   90        0         1         1     4
   91        0         1         1     4
   92        0         1         1     4
   93        0         1         1     4
   94        0         1         1     4
   95        0         1         1     4
   96        0         1         1     4
   97        0         1         1     4
   98        0         1         1     4
   99        0         1         1     4
  100        0         1         1     4
  101        0         1         1     4
  102        0         1         1     4
  103        0         1         1     4
  104        0         1         1     4
  105        0         1         1     4
  106        0         1         1     4
  107        0         1         1     4
  108        0         1         1     4
  109        0         1         1     4
  110        0         1         1     4
  111        0         1         1     4
  112        0         1         1     4
  113        0         1         1     4
  114        0         1         1     4
  115        0         1         1     4
  116        0         1         1     4
  117        0         1         1     4
  118        0         1         1     4
  119        0         1         1     4
  120        0         1         1     4
  121        0         1         1     4
  122        0         1         1     4
  123        0         1         1     4
  124        0         1         1     4
  125        0         1         1     4
  126        0         1         1     4
  127        0         1         1     4
  128        0         1         1     4
  129        0         1         1     4
  130        0         1         1     4
  131        0         1         1     4
  132        0         1         1     4
  133        0         1         1     4
  134        0         1         1     4
  135        0         1         1     4
  136        0         1         1     4
  137        0         1         1     4
  138        0         1         1     4
  139        0         1         1     4
  140        0         1         1     4
  141        0         1         1     4
  142        0         1         1     4
  143        0         1         1     4
  144        0         1         1     4
  145        0         1         1     4
  146        0         1         1     4
  147        0         1         1     4
  148        0         1         1     4
  149        0         1         1     4
  150        0         1         1     4
  151        0         1         1     4
  152        0         1         1     4
  153        0         1         1     4
  154        0         1         1     4
  155        0         1         1     4
  156        0         1         1     4
  157        0         1         1     4
  158        0         1         1     4
  159        0         1         1     4
  160        0         1         1     4
  161        0         1         1     4
  162        0         1         1     4
  163        0         1         1     4
  164        0         1         1     4
  165        0         1         1     4
  166        0         1         1     4
  167        0         1         1     4
  168        0         1         1     4
  169        0         1         1     4
  170        0         1         1     4
  171        0         1         1     4
  172        0         1         1     4
  173        0         1         1     4
  174        0         1         1     4
  175        0         1         1     4
  176        0         1         1     4
  177        0         1         1     4
  178        0         1         1     4
  179        0         1         1     4
  180        0         1         1     4
  181        0         1         1     4
  182        0         1         1     4
  183        0         1         1     4
  184        0         1         1     4
  185        0         1         1     4
  186        0         1         1     4
  187        0         1         1     4
  188        0         1         1     4
  189        0         1         1     4
  190        0         1         1     4
  191        0         1         1     4
  192        0         1         1     4
  193        0         1         1     4
  194        0         1         1     4
  195        0         1         1     4
  196        0         1         1     4
  197        0         1         1     4
  198        0         1         1     4
  199        0         1         1     4
  200        0         1         1     4
  201        0         1         1     4
  202        0         1         1     4
  203        0         1         1     4
  204        0         1         1     4
  205        0         1         1     4
  206        0         1         1     4
  207        0         1         1     4
  208        0         1         1     4
  209        0         1         1     4
  210        0         1         1     4
  211        0         1         1     4
  212        0         1         1     4
  213        0         1         1     4
  214        0         1         1     4
  215        0         1         1     4
  216        0         1         1     4
  217        0         1         1     4
  218        0         1         1     4
  219        0         1         1     4
  220        0         1         1     4
  221        0         1         1     4
  222        0         1         1     4
  223        0         1         1     4
  224        0         1         1     4
  225        0         1         1     4
  226        0         1         1     4
  227        0         1         1     4
  228        0         1         1     4
  229        0         1         1     4
  230        0         1         1     4
  231        0         1         1     4
  232        0         1         1     4
  233        0         1         1     4
  234        0         1         1     4
  235        0         1         1     4
  236        0         1         1     4
  237        0         1         1     4
  238        0         1         1     4
  239        0         1         1     4
  240        0         1         1     4
  241        0         1         1     4
  242        0         1         1     4
  243        0         1         1     4
  244        0         1         1     4
  245        0         1         1     4
  246        0         1         1     4
  247        0         1         1     4
  248        0         1         1     4
  249        0         1         1     4
  250        0         1         1     4
  251        0         1         1     4
  252        0         1         1     4
  253        0         1         1     4
  254        0         1         1     4
  255        0         1         1     4
  256        0         1         1     4
  257        0         1         1     4
  258        0         1         1     4
  259        0         1         1     4
  260        0         1         1     4
  261        0         1         1     4
  262        0         1         1     4
  263        0         1         1     4
  264        0         1         1     4
  265        0         1         1     4
  266        0         1         1     4
  267        0         1         1     4
  268        0         1         1     4
  269        0         1         1     4
  270        0         1         1     4
  271        0         1         1     4
  272        0         1         1     4
  273        0         1         1     4
  274        0         1         1     4
  275        0         1         1     4
  276        0         1         1     4
  277        0         1         1     4
  278        0         1         1     4
  279        0         1         1     4
  280        0         1         1     4
  281        0         1         1     4
  282        0         1         1     4
  283        0         1         1     4
  284        0         1         1     4
  285        0         1         1     4
  286        0         1         1     4
  287        0         1         1     4
  288        0         1         1     4
  289        0         1         1     4
  290        0         1         1     4
  291        0         1         1     4
  292        0         1         1     4
  293        0         1         1     4
  294        0         1         1     4
  295        0         1         1     4
  296        0         1         1     4
  297        0         1         1     4
  298        0         1         1     4
  299        0         1         1     4
  300        0         1         1     4
  301        0         1         1     4
  302        0         1         1     4
  303        0         1         1     4
  304        0         1         1     4
  305        0         1         1     4
  306        0         1         1     4
  307        0         1         1     4
  308        0         1         1     4
  309        0         1         1     4
  310        0         1         1     4
  311        0         1         1     4
  312        0         1         1     4
  313        0         1         1     4
  314        0         1         1     4
  315        0         1         1     4
  316        0         1         1     4
  317        0         1         1     4
  318        0         1         1     4
  319        0         1         1     4
  320        0         1         1     4
  321        0         1         1     4
  322        0         1         1     4
  323        0         1         1     4
  324        0         1         1     4
  325        0         1         1     4
  326        0         1         1     4
  327        0         1         1     4
  328        0         1         1     4
  329        0         1         1     4
  330        0         1         1     4
  331        0         1         1     4
  332        0         1         1     4
  333        0         1         1     4
  334        0         1         1     4
  335        0         1         1     4
  336        0         1         1     4
  337        0         1         1     4
  338        0         1         1     4
  339        0         1         1     4
  340        0         1         1     4
  341        0         1         1     4
  342        0         1         1     4
  343        0         1         1     4
  344        0         1         1     4
  345        0         1         1     4
  346        0         1         1     4
  347        0         1         1     4
  348        0         1         1     4
  349        0         1         1     4
  350        0         1         1     4
  351        0         1         1     4
  352        0         1         1     4
  353        0         1         1     4
  354        0         1         1     4
  355        0         1         1     4
  356        0         1         1     4
  357        0         1         1     4
  358        0         1         1     4
  359        0         1         1     4
  360        0         1         1     4
  361        0         1         1     4
  362        0         1         1     4
  363        0         1         1     4
  364        0         1         1     4
  365        0         1         1     4
  366        0         1         1     4
  367        0         1         1     4
  368        0         1         1     4
  369        0         1         1     4
  370        0         1         1     4
  371        0         1         1     4
  372        0         1         1     4
  373        0         1         1     4
  374        0         1         1     4
  375        0         1         1     4
  376        0         1         1     4
  377        0         1         1     4
  378        0         1         1     4
  379        0         1         1     4
  380        0         1         1     4
  381        0         1         1     4
  382        0         1         1     4
  383        0         1         1     4
  384        0         1         1     4
  385        0         1         1     4
  386        0         1         1     4
  387        0         1         1     4
  388        0         1         1     4
  389        0         1         1     4
  390        0         1         1     4
  391        0         1         1     4
  392        0         1         1     4
  393        0         1         1     4
  394        0         1         1     4
  395        0         1         1     4
  396        0         1         1     4
  397        0         1         1     4
  398        0         1         1     4
  399        0         1         1     4
  400        0         1         1     4
  401        0         1         1     4
  402        0         1         1     4
  403        0         1         1     4
  404        0         1         1     4
  405        0         1         1     4
  406        0         1         1     4
  407        0         1         1     4
  408        0         1         1     4
  409        0         1         1     4
  410        0         1         1     4
  411        0         1         1     4
  412        0         1         1     4
  413        0         1         1     4
  414        0         1         1     4
  415        0         1         1     4
  416        0         1         1     4
  417        0         1         1     4
  418        0         1         1     4
  419        0         1         1     4
  420        0         1         1     4
  421        0         1         1     4
  422        0         1         1     4
  423        0         1         1     4
  424        0         1         1     4
  425        0         1         1     4
  426        0         1         1     4
  427        0         1         1     4
  428        0         1         1     4
  429        0         1         1     4
  430        0         1         1     4
  431        0         1         1     4
  432        0         1         1     4
  433        0         1         1     4
  434        0         1         1     4
  435        0         1         1     4
  436        0         1         1     4
  437        0         1         1     4
  438        0         1         1     4
  439        0         1         1     4
  440        0         1         1     4
  441        0         1         1     4
  442        0         1         1     4
  443        0         1         1     4
  444        0         1         1     4
  445        0         1         1     4
  446        0         1         1     4
  447        0         1         1     4
  448        0         1         1     4
  449        0         1         1     4
  450        0         1         1     4
  451        0         1         1     4
  452        0         1         1     4
  453        0         1         1     4
  454        0         1         1     4
  455        0         1         1     4
  456        0         1         1     4
  457        0         1         1     4
  458        0         1         1     4
  459        0         1         1     4
  460        0         1         1     4
  461        0         1         1     4
  462        0         1         1     4
  463        0         1         1     4
  464        0         1         1     4
  465        0         1         1     4
  466        0         1         1     4
  467        0         1         1     4
  468        0         1         1     4
  469        0         1         1     4
  470        0         1         1     4
  471        0         1         1     4
  472        0         1         1     4
  473        0         1         1     4
  474        0         1         1     4
  475        0         1         1     4
  476        0         1         1     4
  477        0         1         1     4
  478        0         1         1     4
  479        0         1         1     4
  480        0         1         1     4
  481        0         1         1     3
  482        0         1         1     3
  483        0         1         1     3
  484        0         1         1     3
  485        0         1         1     3
  486        0         1         1     3
  487        0         1         1     3
  488        0         1         1     3
  489        0         1         1     3
  490        0         1         1     3
  491        0         1         1     3
  492        0         1         1     3
  493        0         1         1     3
  494        0         1         1     3
  495        0         1         1     3
  496        0         1         1     3
  497        0         1         1     3
  498        0         1         1     3
  499        0         1         1     3
  500        0         1         1     3
  501        0         1         1     3
  502        0         1         1     3
  503        0         1         1     3
  504        0         1         1     3
  505        0         1         1     3
  506        0         1         1     3
  507        0         1         1     3
  508        0         1         1     3
  509        0         1         1     3
  510        0         1         1     3
  511        0         1         1     3
  512        0         1         1     3
  513        0         1         1     3
  514        0         1         1     3
  515        0         1         1     3
  516        0         1         1     3
  517        0         1         1     3
  518        0         1         1     3
  519        0         1         1     3
  520        0         1         1     3
  521        0         1         1     3
  522        0         1         1     3
  523        0         1         1     3
  524        0         1         1     3
  525        0         1         1     3
  526        0         1         1     3
  527        0         1         1     3
  528        0         1         1     3
  529        0         1         1     3
  530        0         1         1     3
  531        0         1         1     3
  532        0         1         1     3
  533        0         1         1     3
  534        0         1         1     3
  535        0         1         1     3
  536        0         1         1     3
  537        0         1         1     3
  538        0         1         1     3
  539        0         1         1     3
  540        0         1         1     3
  541        0         1         1     3
  542        0         1         1     3
  543        0         1         1     3
  544        0         1         1     3
  545        0         1         1     3
  546        0         1         1     3
  547        0         1         1     3
  548        0         1         1     3
  549        0         1         1     3
  550        0         1         1     3
  551        0         1         1     3
  552        0         1         1     3
  553        0         1         1     3
  554        0         1         1     3
  555        0         1         1     3
  556        0         1         1     3
  557        0         1         1     3
  558        0         1         1     3
  559        0         1         1     3
  560        0         1         1     3
  561        0         1         1     3
  562        0         1         1     3
  563        0         1         1     3
  564        0         1         1     3
  565        0         1         1     3
  566        0         1         1     3
  567        0         1         1     3
  568        0         1         1     3
  569        0         1         1     3
  570        0         1         1     3
  571        0         1         1     3
  572        0         1         1     3
  573        0         1         1     3
  574        0         1         1     3
  575        0         1         1     3
  576        0         1         1     3
  577        0         1         1     3
  578        0         1         1     3
  579        0         1         1     3
  580        0         1         1     3
  581        0         1         1     3
  582        0         1         1     3
  583        0         1         1     3
  584        0         1         1     3
  585        0         1         1     3
  586        0         1         1     3
  587        0         1         1     3
  588        0         1         1     3
  589        0         1         1     3
  590        0         1         1     3
  591        0         1         1     3
  592        0         1         1     3
  593        0         1         1     3
  594        0         1         1     3
  595        0         1         1     3
  596        0         1         1     3
  597        0         1         1     3
  598        0         1         1     3
  599        0         1         1     3
  600        0         1         1     3
  601        0         1         1     3
  602        0         1         1     3
  603        0         1         1     3
  604        0         1         1     3
  605        0         1         1     3
  606        0         1         1     3
  607        0         1         1     3
  608        0         1         1     3
  609        0         1         1     3
  610        0         1         1     3
  611        0         1         1     3
  612        0         1         1     3
  613        0         1         1     3
  614        0         1         1     3
  615        0         1         1     3
  616        0         1         1     3
  617        0         1         1     3
  618        0         1         1     3
  619        0         1         1     3
  620        0         1         1     3
  621        0         1         1     3
  622        0         1         1     3
  623        0         1         1     3
  624        0         1         1     3
  625        0         1         1     3
  626        0         1         1     3
  627        0         1         1     3
  628        0         1         1     3
  629        0         1         1     3
  630        0         1         1     3
  631        0         1         1     3
  632        0         1         1     3
  633        0         1         1     3
  634        0         1         1     3
  635        0         1         1     3
  636        0         1         1     3
  637        0         1         1     3
  638        0         1         1     3
  639        0         1         1     3
  640        0         1         1     3
  641        0         1         1     3
  642        0         1         1     3
  643        0         1         1     3
  644        0         1         1     3
  645        0         1         1     3
  646        0         1         1     3
  647        0         1         1     3
  648        0         1         1     3
  649        0         1         1     3
  650        0         1         1     3
  651        0         1         1     3
  652        0         1         1     3
  653        0         1         1     3
  654        0         1         1     3
  655        0         1         1     3
  656        0         1         1     3
  657        0         1         1     3
  658        0         1         1     3
  659        0         1         1     3
  660        0         1         1     3
  661        0         1         1     3
  662        0         1         1     3
  663        0         1         1     3
  664        0         1         1     3
  665        0         1         1     3
  666        0         1         1     3
  667        0         1         1     3
  668        0         1         1     3
  669        0         1         1     3
  670        0         1         1     3
  671        0         1         1     3
  672        0         1         1     3
  673        0         1         1     3
  674        0         1         1     3
  675        0         1         1     3
  676        0         1         1     3
  677        0         1         1     3
  678        0         1         1     3
  679        0         1         1     3
  680        0         1         1     3
  681        0         1         1     2
  682        0         1         1     2
  683        0         1         1     2
  684        0         1         1     2
  685        0         1         1     2
  686        0         1         1     2
  687        0         1         1     2
  688        0         1         1     2
  689        0         1         1     2
  690        0         1         1     2
  691        0         1         1     2
  692        0         1         1     2
  693        0         1         1     2
  694        0         1         1     2
  695        0         1         1     2
  696        0         1         1     2
  697        0         1         1     2
  698        0         1         1     2
  699        0         1         1     2
  700        0         1         1     2
  701        0         1         1     2
  702        0         1         1     2
  703        0         1         1     2
  704        0         1         1     2
  705        0         1         1     2
  706        0         1         1     2
  707        0         1         1     2
  708        0         1         1     2
  709        0         1         1     2
  710        0         1         1     2
  711        0         1         1     2
  712        0         1         1     2
  713        0         1         1     2
  714        0         1         1     2
  715        0         1         1     2
  716        0         1         1     2
  717        0         1         1     2
  718        0         1         1     2
  719        0         1         1     2
  720        0         1         1     2
  721        0         1         1     2
  722        0         1         1     2
  723        0         1         1     2
  724        0         1         1     2
  725        0         1         1     2
  726        0         1         1     2
  727        0         1         1     2
  728        0         1         1     2
  729        0         1         1     2
  730        0         1         1     2
  731        0         1         1     2
  732        0         1         1     2
  733        0         1         1     2
  734        0         1         1     2
  735        0         1         1     2
  736        0         1         1     2
  737        0         1         1     2
  738        0         1         1     2
  739        0         1         1     2
  740        0         1         1     2
  741        0         1         1     2
  742        0         1         1     2
  743        0         1         1     2
  744        0         1         1     2
  745        0         1         1     2
  746        0         1         1     2
  747        0         1         1     2
  748        0         1         1     2
  749        0         1         1     2
  750        0         1         1     2
  751        0         1         1     2
  752        0         1         1     2
  753        0         1         1     2
  754        0         1         1     2
  755        0         1         1     2
  756        0         1         1     2
  757        0         1         1     2
  758        0         1         1     2
  759        0         1         1     2
  760        0         1         1     2
  761        0         1         1     1
  762        0         1         1     1
  763        0         1         1     1
  764        0         1         1     1
  765        0         1         1     1
  766        0         1         1     1
  767        0         1         1     1
  768        0         1         1     1
  769        0         1         1     1
  770        0         1         1     1
  771        0         1         1     1
  772        0         1         1     1
  773        0         1         1     1
  774        0         1         1     1
  775        0         1         1     1
  776        0         1         1     1
  777        0         1         1     1
  778        0         1         1     1
  779        0         1         1     1
  780        0         1         1     1
  781        0         1         1     1
  782        0         1         1     1
  783        0         1         1     1
  784        0         1         1     1
  785        0         1         1     1
  786        0         1         1     1
  787        0         1         1     1
  788        0         1         1     1
  789        0         1         1     1
  790        0         1         1     1
  791        0         1         1     1
  792        0         1         1     1
  793        0         1         1     1
  794        0         1         1     1
  795        0         1         1     1
  796        0         1         1     1
  797        0         1         1     1
  798        0         1         1     1
  799        0         1         1     1
  800        0         1         1     1
  801        0         1         1     1
  802        0         1         1     1
  803        0         1         1     1
  804        0         1         1     1
  805        0         1         1     1
  806        0         1         1     1
  807        0         1         1     1
  808        0         1         1     1
  809        0         1         1     1
  810        0         1         1     1
  811        0         1         1     1
  812        0         1         1     1
  813        0         1         1     1
  814        0         1         1     1
  815        0         1         1     1
  816        0         1         1     1
  817        0         1         1     1
  818        0         1         1     1
  819        0         1         1     1
  820        0         1         1     1
  821        0         1         1     1
  822        0         1         1     1
  823        0         1         1     1
  824        0         1         1     1
  825        0         1         1     1
  826        0         1         1     1
  827        0         1         1     1
  828        0         1         1     1
  829        0         1         1     1
  830        0         1         1     1
  831        0         1         1     1
  832        0         1         1     1
  833        0         1         1     1
  834        0         1         1     1
  835        0         1         1     1
  836        0         1         1     1
  837        0         1         1     1
  838        0         1         1     1
  839        0         1         1     1
  840        0         1         1     1
  841        0         1         1     1
  842        0         1         1     1
  843        0         1         1     1
  844        0         1         1     1
  845        0         1         1     1
  846        0         1         1     1
  847        0         1         1     1
  848        0         1         1     1
  849        0         1         1     1
  850        0         1         1     1
  851        0         1         1     1
  852        0         1         1     1
  853        0         1         1     1
  854        0         1         1     1
  855        0         1         1     1
  856        0         1         1     1
  857        0         1         1     1
  858        0         1         1     1
  859        0         1         1     1
  860        0         1         1     1
  861        0         1         1     1
  862        0         1         1     1
  863        0         1         1     1
  864        0         1         1     1
  865        0         1         1     1
  866        0         1         1     1
  867        0         1         1     1
  868        0         1         1     1
  869        0         1         1     1
  870        0         1         1     1
  871        0         1         1     1
  872        0         1         1     1
  873        0         1         1     1
  874        0         1         1     1
  875        0         1         1     1
  876        0         1         1     1
  877        0         1         1     1
  878        0         1         1     1
  879        0         1         1     1
  880        0         1         1     1
  881        0         1         1     1
  882        0         1         1     1
  883        0         1         1     1
  884        0         1         1     1
  885        0         1         1     1
  886        0         1         1     1
  887        0         1         1     1
  888        0         1         1     1
  889        0         1         1     1
  890        0         1         1     1
  891        0         1         1     1
  892        0         1         1     1
  893        0         1         1     1
  894        0         1         1     1
  895        0         1         1     1
  896        0         1         1     1
  897        0         1         1     1
  898        0         1         1     1
  899        0         1         1     1
  900        0         1         1     1
  901        0         1         1     1
  902        0         1         1     1
  903        0         1         1     1
  904        0         1         1     1
  905        0         1         1     1
  906        0         1         1     1
  907        0         1         1     1
  908        0         1         1     1
  909        0         1         1     1
  910        0         1         1     1
  911        0         1         1     1
  912        0         1         1     1
  913        0         1         1     1
  914        0         1         1     1
  915        0         1         1     1
  916        0         1         1     1
  917        0         1         1     1
  918        0         1         1     1
  919        0         1         1     1
  920        0         1         1     1
  921        0         1         1     1
  922        0         1         1     1
  923        0         1         1     1
  924        0         1         1     1
  925        0         1         1     1
  926        0         1         1     1
  927        0         1         1     1
  928        0         1         1     1
  929        0         1         1     1
  930        0         1         1     1
  931        0         1         1     1
  932        0         1         1     1
  933        0         1         1     1
  934        0         1         1     1
  935        0         1         1     1
  936        0         1         1     1
  937        0         1         1     1
  938        0         1         1     1
  939        0         1         1     1
  940        0         1         1     1
  941        0         1         1     1
  942        0         1         1     1
  943        0         1         1     1
  944        0         1         1     1
  945        0         1         1     1
  946        0         1         1     1
  947        0         1         1     1
  948        0         1         1     1
  949        0         1         1     1
  950        0         1         1     1
  951        0         1         1     1
  952        0         1         1     1
  953        0         1         1     1
  954        0         1         1     1
  955        0         1         1     1
  956        0         1         1     1
  957        0         1         1     1
  958        0         1         1     1
  959        0         1         1     1
  960        0         1         1     1
  961        0         1         1     1
  962        0         1         1     1
  963        0         1         1     1
  964        0         1         1     1
  965        0         1         1     1
  966        0         1         1     1
  967        0         1         1     1
  968        0         1         1     1
  969        0         1         1     1
  970        0         1         1     1
  971        0         1         1     1
  972        0         1         1     1
  973        0         1         1     1
  974        0         1         1     1
  975        0         1         1     1
  976        0         1         1     1
  977        0         1         1     1
  978        0         1         1     1
  979        0         1         1     1
  980        0         1         1     1
  981        0         1         1     1
  982        0         1         1     1
  983        0         1         1     1
  984        0         1         1     1
  985        0         1         1     1
  986        0         1         1     1
  987        0         1         1     1
  988        0         1         1     1
  989        0         1         1     1
  990        0         1         1     1
  991        0         1         1     1
  992        0         1         1     1
  993        0         1         1     1
  994        0         1         1     1
  995        0         1         1     1
  996        0         1         1     1
  997        0         1         1     1
  998        0         1         1     1
  999        0         1         1     1
 1000        0         1         1     1
*** End of input file 'DOMAIN.IN' ****************************************************
