

     Time         hAtm       hRoot     hKode3     hKode1      hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

     22.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     23.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     24.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     25.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     26.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     27.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     28.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     29.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     30.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     31.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     32.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     33.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     34.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     35.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     36.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     37.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     38.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     39.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     40.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     41.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     42.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     43.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     44.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     45.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     46.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     47.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     48.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     49.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     50.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     51.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     52.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     53.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     54.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     55.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     56.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     57.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     58.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     59.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     60.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     61.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     62.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     63.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     64.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     65.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     66.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     67.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     68.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     69.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     70.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     71.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     72.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     73.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     74.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     75.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     76.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     77.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     78.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     79.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     80.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     81.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     82.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     83.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     84.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     85.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     86.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     87.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     88.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     89.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     90.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     91.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     92.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     93.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     94.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     95.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     96.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     97.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     98.0000         .0         .0      -20.0         .0         .0         .0      -24.0
     99.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    100.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    101.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    102.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    103.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    104.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    105.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    106.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    107.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    108.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    109.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    110.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    111.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    112.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    113.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    114.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    115.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    116.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    117.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    118.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    119.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    120.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    121.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    122.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    123.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    124.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    125.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    126.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    127.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    128.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    129.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    130.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    131.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    132.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    133.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    134.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    135.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    136.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    137.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    138.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    139.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    140.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    141.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    142.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    143.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    144.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    145.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    146.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    147.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    148.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    149.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    150.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    151.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    152.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    153.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    154.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    155.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    156.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    157.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    158.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    159.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    160.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    161.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    162.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    163.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    164.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    165.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    166.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    167.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    168.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    169.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    170.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    171.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    172.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    173.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    174.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    175.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    176.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    177.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    178.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    179.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    180.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    181.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    182.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    183.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    184.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    185.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    186.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    187.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    188.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    189.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    190.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    191.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    192.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    193.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    194.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    195.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    196.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    197.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    198.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    199.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    200.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    201.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    202.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    203.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    204.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    205.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    206.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    207.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    208.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    209.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    210.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    211.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    212.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    213.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    214.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    215.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    216.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    217.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    218.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    219.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    220.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    221.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    222.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    223.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    224.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    225.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    226.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    227.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    228.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    229.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    230.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    231.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    232.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    233.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    234.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    235.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    236.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    237.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    238.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    239.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    240.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    241.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    242.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    243.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    244.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    245.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    246.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    247.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    248.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    249.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    250.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    251.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    252.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    253.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    254.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    255.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    256.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    257.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    258.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    259.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    260.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    261.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    262.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    263.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    264.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    265.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    266.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    267.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    268.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    269.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    270.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    271.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    272.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    273.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    274.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    275.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    276.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    277.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    278.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    279.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    280.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    281.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    282.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    283.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    284.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    285.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    286.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    287.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    288.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    289.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    290.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    291.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    292.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    293.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    294.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    295.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    296.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    297.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    298.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    299.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    300.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    301.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    302.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    303.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    304.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    305.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    306.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    307.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    308.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    309.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    310.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    311.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    312.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    313.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    314.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    315.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    316.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    317.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    318.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    319.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    320.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    321.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    322.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    323.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    324.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    325.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    326.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    327.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    328.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    329.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    330.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    331.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    332.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    333.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    334.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    335.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    336.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    337.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    338.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    339.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    340.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    341.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    342.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    343.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    344.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    345.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    346.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    347.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    348.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    349.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    350.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    351.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    352.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    353.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    354.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    355.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    356.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    357.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    358.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    359.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    360.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    361.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    362.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    363.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    364.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    365.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    366.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    367.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    368.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    369.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    370.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    371.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    372.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    373.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    374.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    375.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    376.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    377.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    378.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    379.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    380.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    381.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    382.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    383.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    384.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    385.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    386.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    387.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    388.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    389.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    390.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    391.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    392.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    393.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    394.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    395.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    396.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    397.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    398.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    399.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    400.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    401.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    402.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    403.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    404.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    405.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    406.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    407.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    408.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    409.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    410.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    411.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    412.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    413.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    414.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    415.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    416.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    417.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    418.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    419.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    420.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    421.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    422.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    423.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    424.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    425.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    426.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    427.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    428.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    429.0000         .0         .0      -20.0         .0         .0         .0      -24.0
    430.0000         .0         .0      -20.0         .0         .0         .0      -24.0
